"filename", "language", "Go", "JavaScript", "JSON", "Go Module File", "Go Checksum File", "Markdown", "HTML", "YAML", "CSS", "JavaScript JSX", "SVG", "comment", "blank", "total"
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/all/wind-beaufort-7.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/all/wind-beaufort-8.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/all/wind-beaufort-9.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/all/wind.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/all/windsock.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/01d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/01n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/02d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/02n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/03d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/03n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/04d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/04n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/09d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/09n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/10d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/10n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/11d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/11n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/13d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/13n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/50d.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/openweathermap/50n.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/preferences/settings-svgrepo-com.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 1, 0, 32
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/save-route/geojson-file.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/img/save-route/gpx-file.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2
"/home/jakeb/go/src/github.com/final-year-project/src/client/public/manifest.json", "JSON", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/App.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 9, 53
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 6, 77
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/ElevationChart/ElevationChart.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 1, 6, 49
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/ElevationChart/ElevationChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 54, 15, 227
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/Map/Map.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 11, 16, 81
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/Map/Map.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 6, 4, 43
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/Map/RoutingMachine.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 43, 19, 212
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/Modal/Modal.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 1, 14, 79
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/Modal/Modal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 14, 104
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/OptionsPanel/OptionsPanel.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 4, 35
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/OptionsPanel/OptionsPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 4, 29
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/RoutePreferencesPanel/RoutePreferencesPanel.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 2, 14, 74
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/RoutePreferencesPanel/RoutePreferencesPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 6, 10, 111
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/RoutePreferencesPanel/SharePanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 17, 132
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/WeatherPanel/DailyForecast.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/WeatherPanel/DailyForecast.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 9, 55
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/WeatherPanel/WeatherPanel.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 11, 76
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/WeatherPanel/WeatherPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 11, 16, 215
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 3, 3, 18
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/logo.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/reportWebVitals.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/home/jakeb/go/src/github.com/final-year-project/src/client/src/setupTests.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/home/jakeb/go/src/github.com/final-year-project/src/client/vite.config.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"Total", "-", 295, 221, 185, 39, 106, 168, 29, 35, 387, 983, 88, 169, 421, 3126
